ID,Vehicles
20171029151,106.0
20171029161,97.0
20171029171,78.0
20171029181,71.0
20171029191,60.0
20171029201,54.0
20171029211,52.0
20171029221,55.0
20171029231,64.0
20171030001,68.0
20171030011,79.0
20171030021,99.0
20171030031,112.0
20171030041,110.0
20171030051,100.0
20171030061,115.0
20171030071,112.0
20171030081,106.0
20171030091,101.0
20171030101,106.0
20171030111,116.0
20171030121,107.0
20171030131,101.0
20171030141,95.0
20171030151,89.0
20171030161,91.0
20171030171,91.0
20171030181,80.0
20171030191,81.0
20171030201,85.0
20171030211,83.0
20171030221,70.0
20171030231,67.0
20171031001,60.0
20171031011,54.0
20171031021,51.0
20171031031,55.0
20171031041,59.0
20171031051,62.0
20171031061,78.0
20171031071,98.0
20171031081,112.0
20171031091,110.0
20171031101,106.0
20171031111,110.0
20171031121,111.0
20171031131,115.0
20171031141,105.0
20171031151,117.0
20171031161,108.0
20171031171,115.0
20171031181,93.0
20171031191,94.0
20171031201,86.0
20171031211,80.0
20171031221,67.0
20171031231,58.0
20170701002,32.0
20170701012,34.0
20170701022,32.0
20170701032,27.0
20170701042,33.0
20170701052,30.0
20170701062,25.0
20170701072,29.0
20170701082,20.0
20170701092,17.0
20170701102,14.0
20170701112,15.0
20170701122,18.0
20170701132,16.0
20170701142,22.0
20170701152,28.0
20170701162,35.0
20170701172,39.0
20170701182,30.0
20170701192,37.0
20170701202,41.0
20170701212,34.0
20170701222,35.0
20170701232,36.0
20170702002,32.0
20170702012,36.0
20170702022,33.0
20170702032,29.0
20170702042,30.0
20170702052,30.0
20170702062,23.0
20170702072,22.0
20170702082,13.0
20170702092,14.0
20170702102,15.0
20170702112,13.0
20170702122,14.0
20170702132,12.0
20170702142,15.0
20170702152,14.0
20170702162,19.0
20170702172,14.0
20170702182,15.0
20170702192,16.0
20170702202,14.0
20170702212,18.0
20170702222,20.0
20170702232,20.0
20170703002,20.0
20170703012,19.0
20170703022,17.0
20170703032,20.0
20170703042,17.0
20170703052,21.0
20170703062,14.0
20170703072,16.0
20170703082,13.0
20170703092,12.0
20170703102,13.0
20170703112,10.0
20170703122,9.0
20170703132,15.0
20170703142,10.0
20170703152,12.0
20170703162,17.0
20170703172,18.0
20170703182,15.0
20170703192,16.0
20170703202,15.0
20170703212,18.0
20170703222,15.0
20170703232,19.0
20170704002,19.0
20170704012,17.0
20170704022,18.0
20170704032,22.0
20170704042,19.0
20170704052,16.0
20170704062,18.0
20170704072,15.0
20170704082,11.0
20170704092,15.0
20170704102,13.0
20170704112,14.0
20170704122,15.0
20170704132,22.0
20170704142,18.0
20170704152,27.0
20170704162,34.0
20170704172,38.0
20170704182,35.0
20170704192,37.0
20170704202,41.0
20170704212,37.0
20170704222,40.0
20170704232,41.0
20170705002,43.0
20170705012,41.0
20170705022,40.0
20170705032,40.0
20170705042,37.0
20170705052,35.0
20170705062,35.0
20170705072,30.0
20170705082,20.0
20170705092,20.0
20170705102,14.0
20170705112,17.0
20170705122,16.0
20170705132,20.0
20170705142,21.0
20170705152,31.0
20170705162,32.0
20170705172,37.0
20170705182,37.0
20170705192,39.0
20170705202,38.0
20170705212,37.0
20170705222,40.0
20170705232,40.0
20170706002,47.0
20170706012,41.0
20170706022,41.0
20170706032,39.0
20170706042,35.0
20170706052,34.0
20170706062,31.0
20170706072,26.0
20170706082,23.0
20170706092,17.0
20170706102,15.0
20170706112,18.0
20170706122,16.0
20170706132,18.0
20170706142,17.0
20170706152,29.0
20170706162,30.0
20170706172,36.0
20170706182,30.0
20170706192,39.0
20170706202,40.0
20170706212,35.0
20170706222,40.0
20170706232,39.0
20170707002,47.0
20170707012,42.0
20170707022,40.0
20170707032,36.0
20170707042,31.0
20170707052,33.0
20170707062,32.0
20170707072,26.0
20170707082,18.0
20170707092,17.0
20170707102,19.0
20170707112,14.0
20170707122,17.0
20170707132,20.0
20170707142,21.0
20170707152,27.0
20170707162,35.0
20170707172,34.0
20170707182,38.0
20170707192,39.0
20170707202,39.0
20170707212,36.0
20170707222,38.0
20170707232,39.0
20170708002,48.0
20170708012,39.0
20170708022,36.0
20170708032,36.0
20170708042,33.0
20170708052,32.0
20170708062,28.0
20170708072,24.0
20170708082,23.0
20170708092,17.0
20170708102,17.0
20170708112,14.0
20170708122,18.0
20170708132,16.0
20170708142,18.0
20170708152,27.0
20170708162,29.0
20170708172,34.0
20170708182,26.0
20170708192,39.0
20170708202,39.0
20170708212,32.0
20170708222,32.0
20170708232,32.0
20170709002,36.0
20170709012,36.0
20170709022,32.0
20170709032,28.0
20170709042,29.0
20170709052,27.0
20170709062,24.0
20170709072,23.0
20170709082,15.0
20170709092,10.0
20170709102,11.0
20170709112,10.0
20170709122,9.0
20170709132,12.0
20170709142,13.0
20170709152,15.0
20170709162,14.0
20170709172,14.0
20170709182,18.0
20170709192,12.0
20170709202,15.0
20170709212,17.0
20170709222,20.0
20170709232,21.0
20170710002,21.0
20170710012,18.0
20170710022,17.0
20170710032,20.0
20170710042,20.0
20170710052,20.0
20170710062,16.0
20170710072,16.0
20170710082,8.0
20170710092,11.0
20170710102,11.0
20170710112,11.0
20170710122,8.0
20170710132,11.0
20170710142,11.0
20170710152,13.0
20170710162,17.0
20170710172,14.0
20170710182,17.0
20170710192,13.0
20170710202,16.0
20170710212,17.0
20170710222,18.0
20170710232,16.0
20170711002,20.0
20170711012,21.0
20170711022,22.0
20170711032,20.0
20170711042,20.0
20170711052,25.0
20170711062,18.0
20170711072,13.0
20170711082,13.0
20170711092,11.0
20170711102,12.0
20170711112,13.0
20170711122,15.0
20170711132,15.0
20170711142,16.0
20170711152,18.0
20170711162,21.0
20170711172,25.0
20170711182,29.0
20170711192,28.0
20170711202,29.0
20170711212,29.0
20170711222,30.0
20170711232,37.0
20170712002,42.0
20170712012,41.0
20170712022,34.0
20170712032,36.0
20170712042,37.0
20170712052,32.0
20170712062,31.0
20170712072,27.0
20170712082,22.0
20170712092,19.0
20170712102,18.0
20170712112,14.0
20170712122,19.0
20170712132,19.0
20170712142,20.0
20170712152,23.0
20170712162,28.0
20170712172,34.0
20170712182,35.0
20170712192,39.0
20170712202,41.0
20170712212,37.0
20170712222,41.0
20170712232,43.0
20170713002,44.0
20170713012,41.0
20170713022,34.0
20170713032,32.0
20170713042,37.0
20170713052,33.0
20170713062,31.0
20170713072,25.0
20170713082,22.0
20170713092,18.0
20170713102,18.0
20170713112,17.0
20170713122,21.0
20170713132,18.0
20170713142,23.0
20170713152,24.0
20170713162,34.0
20170713172,36.0
20170713182,26.0
20170713192,39.0
20170713202,36.0
20170713212,36.0
20170713222,35.0
20170713232,41.0
20170714002,44.0
20170714012,40.0
20170714022,33.0
20170714032,36.0
20170714042,34.0
20170714052,37.0
20170714062,24.0
20170714072,26.0
20170714082,26.0
20170714092,16.0
20170714102,13.0
20170714112,18.0
20170714122,21.0
20170714132,17.0
20170714142,22.0
20170714152,24.0
20170714162,25.0
20170714172,36.0
20170714182,28.0
20170714192,36.0
20170714202,36.0
20170714212,31.0
20170714222,38.0
20170714232,40.0
20170715002,41.0
20170715012,40.0
20170715022,33.0
20170715032,32.0
20170715042,36.0
20170715052,33.0
20170715062,30.0
20170715072,27.0
20170715082,20.0
20170715092,15.0
20170715102,15.0
20170715112,18.0
20170715122,19.0
20170715132,17.0
20170715142,25.0
20170715152,25.0
20170715162,28.0
20170715172,28.0
20170715182,33.0
20170715192,38.0
20170715202,33.0
20170715212,29.0
20170715222,32.0
20170715232,34.0
20170716002,34.0
20170716012,35.0
20170716022,31.0
20170716032,29.0
20170716042,27.0
20170716052,33.0
20170716062,35.0
20170716072,33.0
20170716082,28.0
20170716092,33.0
20170716102,30.0
20170716112,25.0
20170716122,29.0
20170716132,21.0
20170716142,18.0
20170716152,15.0
20170716162,16.0
20170716172,19.0
20170716182,17.0
20170716192,22.0
20170716202,28.0
20170716212,35.0
20170716222,39.0
20170716232,30.0
20170717002,37.0
20170717012,41.0
20170717022,34.0
20170717032,35.0
20170717042,36.0
20170717052,32.0
20170717062,36.0
20170717072,33.0
20170717082,29.0
20170717092,30.0
20170717102,30.0
20170717112,23.0
20170717122,22.0
20170717132,14.0
20170717142,15.0
20170717152,16.0
20170717162,14.0
20170717172,15.0
20170717182,13.0
20170717192,16.0
20170717202,15.0
20170717212,20.0
20170717222,15.0
20170717232,16.0
20170718002,17.0
20170718012,15.0
20170718022,19.0
20170718032,21.0
20170718042,21.0
20170718052,21.0
20170718062,20.0
20170718072,18.0
20170718082,21.0
20170718092,18.0
20170718102,22.0
20170718112,15.0
20170718122,17.0
20170718132,14.0
20170718142,13.0
20170718152,14.0
20170718162,11.0
20170718172,10.0
20170718182,16.0
20170718192,11.0
20170718202,13.0
20170718212,18.0
20170718222,19.0
20170718232,16.0
20170719002,17.0
20170719012,16.0
20170719022,19.0
20170719032,16.0
20170719042,20.0
20170719052,20.0
20170719062,18.0
20170719072,19.0
20170719082,23.0
20170719092,20.0
20170719102,17.0
20170719112,19.0
20170719122,16.0
20170719132,12.0
20170719142,16.0
20170719152,14.0
20170719162,15.0
20170719172,16.0
20170719182,23.0
20170719192,19.0
20170719202,28.0
20170719212,35.0
20170719222,39.0
20170719232,36.0
20170720002,38.0
20170720012,42.0
20170720022,38.0
20170720032,41.0
20170720042,42.0
20170720052,44.0
20170720062,42.0
20170720072,41.0
20170720082,41.0
20170720092,38.0
20170720102,36.0
20170720112,36.0
20170720122,31.0
20170720132,21.0
20170720142,21.0
20170720152,15.0
20170720162,18.0
20170720172,17.0
20170720182,21.0
20170720192,22.0
20170720202,32.0
20170720212,33.0
20170720222,38.0
20170720232,38.0
20170721002,40.0
20170721012,39.0
20170721022,38.0
20170721032,41.0
20170721042,41.0
20170721052,48.0
20170721062,42.0
20170721072,42.0
20170721082,40.0
20170721092,36.0
20170721102,35.0
20170721112,32.0
20170721122,27.0
20170721132,24.0
20170721142,18.0
20170721152,16.0
20170721162,19.0
20170721172,17.0
20170721182,19.0
20170721192,18.0
20170721202,30.0
20170721212,31.0
20170721222,37.0
20170721232,31.0
20170722002,40.0
20170722012,41.0
20170722022,36.0
20170722032,41.0
20170722042,40.0
20170722052,48.0
20170722062,43.0
20170722072,41.0
20170722082,37.0
20170722092,32.0
20170722102,34.0
20170722112,33.0
20170722122,27.0
20170722132,19.0
20170722142,18.0
20170722152,20.0
20170722162,15.0
20170722172,18.0
20170722182,21.0
20170722192,22.0
20170722202,28.0
20170722212,36.0
20170722222,35.0
20170722232,39.0
20170723002,40.0
20170723012,40.0
20170723022,37.0
20170723032,39.0
20170723042,40.0
20170723052,49.0
20170723062,40.0
20170723072,37.0
20170723082,37.0
20170723092,34.0
20170723102,33.0
20170723112,29.0
20170723122,25.0
20170723132,24.0
20170723142,18.0
20170723152,18.0
20170723162,15.0
20170723172,19.0
20170723182,17.0
20170723192,19.0
20170723202,28.0
20170723212,30.0
20170723222,35.0
20170723232,27.0
20170724002,40.0
20170724012,40.0
20170724022,33.0
20170724032,33.0
20170724042,33.0
20170724052,37.0
20170724062,37.0
20170724072,33.0
20170724082,29.0
20170724092,30.0
20170724102,28.0
20170724112,25.0
20170724122,24.0
20170724132,16.0
20170724142,11.0
20170724152,12.0
20170724162,11.0
20170724172,10.0
20170724182,13.0
20170724192,14.0
20170724202,16.0
20170724212,15.0
20170724222,15.0
20170724232,19.0
20170725002,13.0
20170725012,16.0
20170725022,18.0
20170725032,21.0
20170725042,22.0
20170725052,22.0
20170725062,19.0
20170725072,18.0
20170725082,21.0
20170725092,21.0
20170725102,21.0
20170725112,17.0
20170725122,17.0
20170725132,9.0
20170725142,12.0
20170725152,12.0
20170725162,12.0
20170725172,9.0
20170725182,12.0
20170725192,12.0
20170725202,14.0
20170725212,18.0
20170725222,15.0
20170725232,18.0
20170726002,14.0
20170726012,17.0
20170726022,18.0
20170726032,19.0
20170726042,17.0
20170726052,21.0
20170726062,22.0
20170726072,23.0
20170726082,21.0
20170726092,21.0
20170726102,26.0
20170726112,19.0
20170726122,14.0
20170726132,14.0
20170726142,12.0
20170726152,13.0
20170726162,14.0
20170726172,16.0
20170726182,16.0
20170726192,17.0
20170726202,19.0
20170726212,22.0
20170726222,26.0
20170726232,30.0
20170727002,29.0
20170727012,30.0
20170727022,30.0
20170727032,31.0
20170727042,38.0
20170727052,43.0
20170727062,42.0
20170727072,35.0
20170727082,37.0
20170727092,38.0
20170727102,33.0
20170727112,32.0
20170727122,28.0
20170727132,23.0
20170727142,20.0
20170727152,19.0
20170727162,15.0
20170727172,20.0
20170727182,20.0
20170727192,21.0
20170727202,24.0
20170727212,29.0
20170727222,35.0
20170727232,36.0
20170728002,40.0
20170728012,42.0
20170728022,38.0
20170728032,42.0
20170728042,44.0
20170728052,45.0
20170728062,42.0
20170728072,35.0
20170728082,33.0
20170728092,38.0
20170728102,34.0
20170728112,32.0
20170728122,26.0
20170728132,23.0
20170728142,19.0
20170728152,19.0
20170728162,18.0
20170728172,22.0
20170728182,19.0
20170728192,24.0
20170728202,25.0
20170728212,35.0
20170728222,37.0
20170728232,27.0
20170729002,40.0
20170729012,37.0
20170729022,37.0
20170729032,36.0
20170729042,42.0
20170729052,45.0
20170729062,41.0
20170729072,34.0
20170729082,37.0
20170729092,35.0
20170729102,38.0
20170729112,25.0
20170729122,27.0
20170729132,27.0
20170729142,17.0
20170729152,14.0
20170729162,19.0
20170729172,22.0
20170729182,18.0
20170729192,23.0
20170729202,25.0
20170729212,26.0
20170729222,37.0
20170729232,29.0
20170730002,37.0
20170730012,37.0
20170730022,32.0
20170730032,39.0
20170730042,41.0
20170730052,42.0
20170730062,41.0
20170730072,34.0
20170730082,33.0
20170730092,37.0
20170730102,34.0
20170730112,31.0
20170730122,28.0
20170730132,21.0
20170730142,16.0
20170730152,16.0
20170730162,19.0
20170730172,20.0
20170730182,18.0
20170730192,26.0
20170730202,26.0
20170730212,29.0
20170730222,29.0
20170730232,34.0
20170731002,39.0
20170731012,34.0
20170731022,30.0
20170731032,33.0
20170731042,35.0
20170731052,35.0
20170731062,36.0
20170731072,32.0
20170731082,30.0
20170731092,28.0
20170731102,33.0
20170731112,35.0
20170731122,33.0
20170731132,28.0
20170731142,34.0
20170731152,31.0
20170731162,25.0
20170731172,30.0
20170731182,21.0
20170731192,18.0
20170731202,15.0
20170731212,16.0
20170731222,19.0
20170731232,17.0
20170801002,23.0
20170801012,29.0
20170801022,36.0
20170801032,40.0
20170801042,30.0
20170801052,37.0
20170801062,41.0
20170801072,35.0
20170801082,36.0
20170801092,37.0
20170801102,33.0
20170801112,37.0
20170801122,34.0
20170801132,30.0
20170801142,31.0
20170801152,31.0
20170801162,24.0
20170801172,23.0
20170801182,14.0
20170801192,15.0
20170801202,16.0
20170801212,14.0
20170801222,15.0
20170801232,13.0
20170802002,16.0
20170802012,15.0
20170802022,20.0
20170802032,15.0
20170802042,16.0
20170802052,17.0
20170802062,15.0
20170802072,19.0
20170802082,21.0
20170802092,21.0
20170802102,21.0
20170802112,20.0
20170802122,18.0
20170802132,21.0
20170802142,18.0
20170802152,22.0
20170802162,15.0
20170802172,17.0
20170802182,14.0
20170802192,13.0
20170802202,14.0
20170802212,11.0
20170802222,10.0
20170802232,16.0
20170803002,11.0
20170803012,13.0
20170803022,18.0
20170803032,19.0
20170803042,16.0
20170803052,17.0
20170803062,16.0
20170803072,19.0
20170803082,16.0
20170803092,20.0
20170803102,20.0
20170803112,18.0
20170803122,19.0
20170803132,23.0
20170803142,20.0
20170803152,17.0
20170803162,19.0
20170803172,16.0
20170803182,12.0
20170803192,16.0
20170803202,14.0
20170803212,15.0
20170803222,16.0
20170803232,23.0
20170804002,19.0
20170804012,28.0
20170804022,35.0
20170804032,39.0
20170804042,36.0
20170804052,38.0
20170804062,42.0
20170804072,38.0
20170804082,41.0
20170804092,42.0
20170804102,44.0
20170804112,42.0
20170804122,41.0
20170804132,41.0
20170804142,38.0
20170804152,36.0
20170804162,36.0
20170804172,31.0
20170804182,21.0
20170804192,21.0
20170804202,15.0
20170804212,18.0
20170804222,17.0
20170804232,21.0
20170805002,22.0
20170805012,32.0
20170805022,33.0
20170805032,38.0
20170805042,38.0
20170805052,40.0
20170805062,39.0
20170805072,38.0
20170805082,41.0
20170805092,41.0
20170805102,48.0
20170805112,42.0
20170805122,42.0
20170805132,40.0
20170805142,36.0
20170805152,35.0
20170805162,32.0
20170805172,27.0
20170805182,24.0
20170805192,18.0
20170805202,16.0
20170805212,19.0
20170805222,17.0
20170805232,19.0
20170806002,18.0
20170806012,30.0
20170806022,31.0
20170806032,37.0
20170806042,31.0
20170806052,40.0
20170806062,41.0
20170806072,36.0
20170806082,41.0
20170806092,40.0
20170806102,48.0
20170806112,43.0
20170806122,41.0
20170806132,37.0
20170806142,32.0
20170806152,34.0
20170806162,33.0
20170806172,27.0
20170806182,19.0
20170806192,18.0
20170806202,20.0
20170806212,15.0
20170806222,18.0
20170806232,21.0
20170807002,22.0
20170807012,28.0
20170807022,36.0
20170807032,35.0
20170807042,39.0
20170807052,40.0
20170807062,40.0
20170807072,37.0
20170807082,39.0
20170807092,40.0
20170807102,49.0
20170807112,40.0
20170807122,37.0
20170807132,37.0
20170807142,34.0
20170807152,33.0
20170807162,29.0
20170807172,25.0
20170807182,24.0
20170807192,18.0
20170807202,18.0
20170807212,15.0
20170807222,19.0
20170807232,17.0
20170808002,19.0
20170808012,28.0
20170808022,30.0
20170808032,35.0
20170808042,27.0
20170808052,40.0
20170808062,40.0
20170808072,33.0
20170808082,33.0
20170808092,33.0
20170808102,37.0
20170808112,37.0
20170808122,33.0
20170808132,29.0
20170808142,30.0
20170808152,28.0
20170808162,25.0
20170808172,24.0
20170808182,16.0
20170808192,11.0
20170808202,12.0
20170808212,11.0
20170808222,10.0
20170808232,13.0
20170809002,14.0
20170809012,16.0
20170809022,15.0
20170809032,15.0
20170809042,19.0
20170809052,13.0
20170809062,16.0
20170809072,18.0
20170809082,21.0
20170809092,22.0
20170809102,22.0
20170809112,19.0
20170809122,18.0
20170809132,21.0
20170809142,21.0
20170809152,21.0
20170809162,17.0
20170809172,17.0
20170809182,9.0
20170809192,12.0
20170809202,12.0
20170809212,12.0
20170809222,9.0
20170809232,12.0
20170810002,12.0
20170810012,14.0
20170810022,18.0
20170810032,15.0
20170810042,18.0
20170810052,14.0
20170810062,17.0
20170810072,18.0
20170810082,19.0
20170810092,17.0
20170810102,21.0
20170810112,22.0
20170810122,23.0
20170810132,21.0
20170810142,21.0
20170810152,26.0
20170810162,19.0
20170810172,14.0
20170810182,14.0
20170810192,12.0
20170810202,13.0
20170810212,14.0
20170810222,16.0
20170810232,16.0
20170811002,17.0
20170811012,19.0
20170811022,22.0
20170811032,26.0
20170811042,30.0
20170811052,29.0
20170811062,30.0
20170811072,30.0
20170811082,31.0
20170811092,38.0
20170811102,43.0
20170811112,42.0
20170811122,35.0
20170811132,37.0
20170811142,38.0
20170811152,33.0
20170811162,32.0
20170811172,28.0
20170811182,23.0
20170811192,20.0
20170811202,19.0
20170811212,15.0
20170811222,20.0
20170811232,20.0
20170812002,21.0
20170812012,24.0
20170812022,29.0
20170812032,35.0
20170812042,36.0
20170812052,40.0
20170812062,42.0
20170812072,38.0
20170812082,42.0
20170812092,44.0
20170812102,45.0
20170812112,42.0
20170812122,35.0
20170812132,33.0
20170812142,38.0
20170812152,34.0
20170812162,32.0
20170812172,26.0
20170812182,23.0
20170812192,19.0
20170812202,19.0
20170812212,18.0
20170812222,22.0
20170812232,19.0
20170813002,24.0
20170813012,25.0
20170813022,35.0
20170813032,37.0
20170813042,27.0
20170813052,40.0
20170813062,37.0
20170813072,37.0
20170813082,36.0
20170813092,42.0
20170813102,45.0
20170813112,41.0
20170813122,34.0
20170813132,37.0
20170813142,35.0
20170813152,38.0
20170813162,25.0
20170813172,27.0
20170813182,27.0
20170813192,17.0
20170813202,14.0
20170813212,19.0
20170813222,22.0
20170813232,18.0
20170814002,23.0
20170814012,25.0
20170814022,26.0
20170814032,37.0
20170814042,29.0
20170814052,37.0
20170814062,37.0
20170814072,32.0
20170814082,39.0
20170814092,41.0
20170814102,42.0
20170814112,41.0
20170814122,34.0
20170814132,33.0
20170814142,37.0
20170814152,34.0
20170814162,31.0
20170814172,28.0
20170814182,21.0
20170814192,16.0
20170814202,16.0
20170814212,19.0
20170814222,20.0
20170814232,18.0
20170815002,26.0
20170815012,26.0
20170815022,29.0
20170815032,29.0
20170815042,34.0
20170815052,39.0
20170815062,34.0
20170815072,30.0
20170815082,33.0
20170815092,35.0
20170815102,35.0
20170815112,36.0
20170815122,32.0
20170815132,30.0
20170815142,28.0
20170815152,33.0
20170815162,36.0
20170815172,34.0
20170815182,29.0
20170815192,34.0
20170815202,31.0
20170815212,26.0
20170815222,30.0
20170815232,22.0
20170816002,19.0
20170816012,16.0
20170816022,17.0
20170816032,20.0
20170816042,17.0
20170816052,23.0
20170816062,29.0
20170816072,36.0
20170816082,40.0
20170816092,31.0
20170816102,38.0
20170816112,42.0
20170816122,35.0
20170816132,36.0
20170816142,37.0
20170816152,33.0
20170816162,37.0
20170816172,34.0
20170816182,30.0
20170816192,31.0
20170816202,31.0
20170816212,24.0
20170816222,23.0
20170816232,14.0
20170817002,15.0
20170817012,16.0
20170817022,14.0
20170817032,15.0
20170817042,13.0
20170817052,16.0
20170817062,15.0
20170817072,21.0
20170817082,16.0
20170817092,17.0
20170817102,18.0
20170817112,16.0
20170817122,20.0
20170817132,22.0
20170817142,22.0
20170817152,22.0
20170817162,21.0
20170817172,19.0
20170817182,22.0
20170817192,19.0
20170817202,23.0
20170817212,16.0
20170817222,18.0
20170817232,15.0
20170818002,14.0
20170818012,15.0
20170818022,12.0
20170818032,11.0
20170818042,17.0
20170818052,12.0
20170818062,14.0
20170818072,19.0
20170818082,20.0
20170818092,17.0
20170818102,18.0
20170818112,17.0
20170818122,20.0
20170818132,17.0
20170818142,21.0
20170818152,21.0
20170818162,19.0
20170818172,20.0
20170818182,24.0
20170818192,21.0
20170818202,18.0
20170818212,20.0
20170818222,17.0
20170818232,13.0
20170819002,17.0
20170819012,15.0
20170819022,16.0
20170819032,17.0
20170819042,24.0
20170819052,20.0
20170819062,29.0
20170819072,36.0
20170819082,40.0
20170819092,37.0
20170819102,39.0
20170819112,43.0
20170819122,39.0
20170819132,42.0
20170819142,43.0
20170819152,45.0
20170819162,43.0
20170819172,42.0
20170819182,42.0
20170819192,39.0
20170819202,37.0
20170819212,37.0
20170819222,32.0
20170819232,22.0
20170820002,22.0
20170820012,16.0
20170820022,19.0
20170820032,18.0
20170820042,22.0
20170820052,23.0
20170820062,33.0
20170820072,34.0
20170820082,39.0
20170820092,39.0
20170820102,41.0
20170820112,40.0
20170820122,39.0
20170820132,42.0
20170820142,42.0
20170820152,49.0
20170820162,43.0
20170820172,43.0
20170820182,41.0
20170820192,37.0
20170820202,36.0
20170820212,33.0
20170820222,28.0
20170820232,25.0
20170821002,19.0
20170821012,17.0
20170821022,20.0
20170821032,18.0
20170821042,20.0
20170821052,19.0
20170821062,31.0
20170821072,32.0
20170821082,38.0
20170821092,32.0
20170821102,41.0
20170821112,42.0
20170821122,37.0
20170821132,42.0
20170821142,41.0
20170821152,49.0
20170821162,44.0
20170821172,42.0
20170821182,38.0
20170821192,33.0
20170821202,35.0
20170821212,34.0
20170821222,28.0
20170821232,20.0
20170822002,19.0
20170822012,21.0
20170822022,16.0
20170822032,19.0
20170822042,22.0
20170822052,23.0
20170822062,29.0
20170822072,37.0
20170822082,36.0
20170822092,40.0
20170822102,41.0
20170822112,41.0
20170822122,38.0
20170822132,40.0
20170822142,41.0
20170822152,50.0
20170822162,41.0
20170822172,38.0
20170822182,38.0
20170822192,35.0
20170822202,34.0
20170822212,30.0
20170822222,26.0
20170822232,25.0
20170823002,19.0
20170823012,19.0
20170823022,16.0
20170823032,20.0
20170823042,18.0
20170823052,20.0
20170823062,29.0
20170823072,31.0
20170823082,36.0
20170823092,28.0
20170823102,41.0
20170823112,41.0
20170823122,34.0
20170823132,34.0
20170823142,34.0
20170823152,38.0
20170823162,38.0
20170823172,34.0
20170823182,30.0
20170823192,31.0
20170823202,29.0
20170823212,26.0
20170823222,25.0
20170823232,17.0
20170824002,12.0
20170824012,13.0
20170824022,12.0
20170824032,11.0
20170824042,14.0
20170824052,15.0
20170824062,17.0
20170824072,16.0
20170824082,16.0
20170824092,20.0
20170824102,14.0
20170824112,17.0
20170824122,19.0
20170824132,22.0
20170824142,23.0
20170824152,23.0
20170824162,20.0
20170824172,19.0
20170824182,22.0
20170824192,22.0
20170824202,22.0
20170824212,18.0
20170824222,18.0
20170824232,10.0
20170825002,13.0
20170825012,13.0
20170825022,13.0
20170825032,10.0
20170825042,13.0
20170825052,13.0
20170825062,15.0
20170825072,19.0
20170825082,16.0
20170825092,19.0
20170825102,15.0
20170825112,18.0
20170825122,19.0
20170825132,20.0
20170825142,18.0
20170825152,22.0
20170825162,23.0
20170825172,24.0
20170825182,22.0
20170825192,22.0
20170825202,27.0
20170825212,20.0
20170825222,15.0
20170825232,15.0
20170826002,13.0
20170826012,14.0
20170826022,15.0
20170826032,17.0
20170826042,17.0
20170826052,18.0
20170826062,20.0
20170826072,23.0
20170826082,27.0
20170826092,31.0
20170826102,30.0
20170826112,31.0
20170826122,31.0
20170826132,32.0
20170826142,39.0
20170826152,44.0
20170826162,43.0
20170826172,36.0
20170826182,38.0
20170826192,39.0
20170826202,34.0
20170826212,33.0
20170826222,29.0
20170826232,24.0
20170827002,21.0
20170827012,20.0
20170827022,16.0
20170827032,21.0
20170827042,21.0
20170827052,22.0
20170827062,25.0
20170827072,30.0
20170827082,36.0
20170827092,37.0
20170827102,41.0
20170827112,43.0
20170827122,39.0
20170827132,43.0
20170827142,45.0
20170827152,46.0
20170827162,43.0
20170827172,36.0
20170827182,34.0
20170827192,39.0
20170827202,35.0
20170827212,33.0
20170827222,27.0
20170827232,24.0
20170828002,20.0
20170828012,20.0
20170828022,19.0
20170828032,23.0
20170828042,20.0
20170828052,25.0
20170828062,26.0
20170828072,36.0
20170828082,38.0
20170828092,28.0
20170828102,41.0
20170828112,38.0
20170828122,38.0
20170828132,37.0
20170828142,43.0
20170828152,46.0
20170828162,42.0
20170828172,35.0
20170828182,38.0
20170828192,36.0
20170828202,39.0
20170828212,26.0
20170828222,28.0
20170828232,28.0
20170829002,18.0
20170829012,15.0
20170829022,20.0
20170829032,23.0
20170829042,19.0
20170829052,24.0
20170829062,26.0
20170829072,27.0
20170829082,38.0
20170829092,30.0
20170829102,38.0
20170829112,38.0
20170829122,33.0
20170829132,40.0
20170829142,42.0
20170829152,43.0
20170829162,42.0
20170829172,35.0
20170829182,34.0
20170829192,38.0
20170829202,35.0
20170829212,32.0
20170829222,29.0
20170829232,22.0
20170830002,17.0
20170830012,17.0
20170830022,20.0
20170830032,21.0
20170830042,19.0
20170830052,27.0
20170830062,27.0
20170830072,30.0
20170830082,30.0
20170830092,35.0
20170830102,40.0
20170830112,35.0
20170830122,31.0
20170830132,34.0
20170830142,36.0
20170830152,36.0
20170830162,37.0
20170830172,33.0
20170830182,31.0
20170830192,29.0
20170830202,34.0
20170830212,36.0
20170830222,34.0
20170830232,29.0
20170831002,35.0
20170831012,32.0
20170831022,26.0
20170831032,31.0
20170831042,22.0
20170831052,19.0
20170831062,16.0
20170831072,17.0
20170831082,20.0
20170831092,18.0
20170831102,24.0
20170831112,30.0
20170831122,37.0
20170831132,40.0
20170831142,31.0
20170831152,38.0
20170831162,42.0
20170831172,35.0
20170831182,36.0
20170831192,38.0
20170831202,34.0
20170831212,38.0
20170831222,35.0
20170831232,31.0
20170901002,32.0
20170901012,32.0
20170901022,25.0
20170901032,24.0
20170901042,15.0
20170901052,16.0
20170901062,17.0
20170901072,15.0
20170901082,16.0
